"Program","Year","Period","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Fruit","Category","Item","Metric","Area Grown","Fertilize","Organic","Type","Ingredient","Code","Domain Category","Value","CV (%)"
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," FUNGICIDE","THIOPHANATE-METHYL","102001",NA,"3.6",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," FUNGICIDE","THIRAM","79801",NA,"5",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," FUNGICIDE","TRIFLUMIZOLE","128879",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," HERBICIDE","-D",",2,4, DIMETH. SALT , 30019",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," HERBICIDE","-D",",2,4, TRIISO. SALT , 30035",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," HERBICIDE","GLYPHOSATE ISO. SALT","103601",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," HERBICIDE","GLYPHOSATE POT. SALT","103613",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," HERBICIDE","PARAQUAT","61601",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","ABAMECTIN","122804",NA,"4.1",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","ACETAMIPRID","99050",NA,"1.3",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","BIFENAZATE","586",NA,"4.7",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","BIFENTHRIN","128825",NA,"1.5",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","BT KURSTAKI ABTS-",",351 , 6522",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","CHLORANTRANILIPROLE","90100",NA,"1.2",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","CYANTRANILIPROLE","90098",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","CYFLUMETOFEN","138831",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","CYPERMETHRIN","109702",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","FENPYROXIMATE","129131",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","HEXYTHIAZOX","128849",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","IMIDACLOPRID","129099",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","MALATHION","57701",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","METHOXYFENOZIDE","121027",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","NALED","34401",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","NOVALURON","124002",NA,"3.2",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","SPINETORAM","110007",NA,"1.8",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","SPIROMESIFEN","24875",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," INSECTICIDE","THIAMETHOXAM","60109",NA,"1.8",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","ACIBENZOLAR-S-METHYL","61402",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","ALKYL. DIM. BENZ. AM","69105",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","CHLOROPICRIN","81501",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","DECYLDIMETHYLOCTYL","69165",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","DICHLOROPROPENE","29001",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","DIDECYL DIM. AMMON",",. , 69166",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","DIMETHYLDIOCTYL","69149",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","FLUTRIAFOL","128940",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","HYDROGEN PEROXIDE","595",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","PEROXYACETIC ACID","63201",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,NA,NA," OTHER","REYNOUTRIA SACHALINE","55809",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,"FERTILIZER: (NITROGEN)",NA,NA,NA,NA,NA,"28.7",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,"FERTILIZER: (PHOSPHATE)",NA,NA,NA,NA,NA,"18.6",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,"FERTILIZER: (POTASH)",NA,NA,NA,NA,NA,"25.2",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","APPLICATIONS","MEASURED IN NUMBER, AVG",NA,"FERTILIZER: (SULFUR)",NA,NA,NA,NA,NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","AZOXYSTROBIN","128810",NA,"29",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","BACILLUS SUBTILIS","6479",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","CAPTAN","81301",NA,"88",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","COPPER CHLORIDE HYD",",. , 23501",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","COPPER HYDROXIDE","23401",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","CYFLUFENAMID","555550",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","CYPRODINIL","288202",NA,"64",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","DIFENOCONAZOLE","128847",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","DODINE","44301",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","FENHEXAMID","90209",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","FLUDIOXONIL","71503",NA,"64",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","FLUTOLANIL","128975",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","FLUXAPYROXAD","138009",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","FOSETYL-AL","123301",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","ISOFETAMID","270000",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","MEFENOXAM","113502",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","MONO-POTASSIUM SALT","76416",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","MYCLOBUTANIL","128857",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","PENTHIOPYRAD","90112",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","PYRACLOSTROBIN","99100",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","PYRIMETHANIL","288201",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","SULFUR","77501",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","TETRACONAZOLE","120603",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","THIOPHANATE-METHYL","102001",NA,"21",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","THIRAM","79801",NA,"54",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","TOTAL","",NA,"95",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," FUNGICIDE","TRIFLUMIZOLE","128879",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," HERBICIDE","-D",",2,4, DIMETH. SALT , 30019",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," HERBICIDE","-D",",2,4, TRIISO. SALT , 30035",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," HERBICIDE","GLYPHOSATE ISO. SALT","103601",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," HERBICIDE","GLYPHOSATE POT. SALT","103613",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," HERBICIDE","PARAQUAT","61601",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," HERBICIDE","TOTAL","",NA,"15",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","ABAMECTIN","122804",NA,"18",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","ACETAMIPRID","99050",NA,"13",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","BIFENAZATE","586",NA,"11",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","BIFENTHRIN","128825",NA,"35",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","BT KURSTAKI ABTS-",",351 , 6522",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","CHLORANTRANILIPROLE","90100",NA,"16",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","CYANTRANILIPROLE","90098",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","CYFLUMETOFEN","138831",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","CYPERMETHRIN","109702",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","FENPYROXIMATE","129131",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","HEXYTHIAZOX","128849",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","IMIDACLOPRID","129099",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","MALATHION","57701",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","METHOXYFENOZIDE","121027",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","NALED","34401",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","NOVALURON","124002",NA,"46",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","SPINETORAM","110007",NA,"55",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","SPIROMESIFEN","24875",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","THIAMETHOXAM","60109",NA,"16",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," INSECTICIDE","TOTAL","",NA,"97",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","ACIBENZOLAR-S-METHYL","61402",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","ALKYL. DIM. BENZ. AM","69105",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","CHLOROPICRIN","81501",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","DECYLDIMETHYLOCTYL","69165",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","DICHLOROPROPENE","29001",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","DIDECYL DIM. AMMON",",. , 69166",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","DIMETHYLDIOCTYL","69149",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","FLUTRIAFOL","128940",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","HYDROGEN PEROXIDE","595",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","PEROXYACETIC ACID","63201",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","REYNOUTRIA SACHALINE","55809",NA,"(D)",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,NA,NA," OTHER","TOTAL","",NA,"17",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,"FERTILIZER: (NITROGEN)",NA,NA,NA,NA,NA,"83",NA
"SURVEY",2019,"YEAR","STATE","FLORIDA","12",NA,NA,NA,NA,"STRAWBERRIES","BEARING","TREATED","MEASURED IN PCT OF AREA BEARING, AVG",NA,"FERTILIZER: (PHOSPHATE)",NA,NA,NA,NA,NA,"52",NA
